name	chrom	txStart	txEnd	name2	Duplicate
NM_138778	chr9	140449360	140473387	DPH7	0
NM_138462	chr9	140476530	140484937	ZMYND19	0
NM_152285	chr9	140500095	140509812	ARRDC1	0
NM_032937	chr9	140509783	140513308	C9orf37	0
NM_001145527	chr9	140513443	140678845	EHMT1	0
NR_024341	chr9	140657473	140659224	EHMT1-IT1	0
NR_030333	chr9	140732870	140732968	MIR602	0
NM_001243812	chr9	140772240	141019076	CACNA1B	0
NR_027156	chr9	141044564	141071885	TUBBP5	0
NM_001145249	chr9	141106636	141134172	FAM157B	0
NR_037842	chrX	2531031	2533388	LINC00102	0
NM_175569	chrX	2670092	2734541	XG	0
NM_003918	chrX	2746862	2800861	GYG2	0
NM_001669	chrX	2822010	2847416	ARSD	0
NM_001282628	chrX	2852672	2882494	ARSE	0
NM_001011719	chrX	2924653	2951426	ARSH	0
NM_004042	chrX	2984839	3030770	ARSF	0
NR_038428	chrX	3189860	3202694	CXorf28	0
NM_015419	chrX	3226608	3264684	MXRA5	0
NM_005044	chrX	3522383	3631675	PRKX	0
NR_046643	chrX	3577527	3586231	PRKX-AS1	0
NR_034031	chrX	3735575	3761935	LOC389906	0
NR_110390	chrX	4545240	4551613	LOC101928201	0
NM_181332	chrX	5808066	6146923	NLGN4X	0
NR_039927	chrX	6301946	6302004	MIR4770	0
NM_016379	chrX	6451658	6453159	VCX3A	0
NM_001135565	chrX	6966960	7066231	HDHD1	0
NR_039924	chrX	7065900	7065978	MIR4767	0
NM_000351	chrX	7137471	7272682	STS	0
NM_013452	chrX	7810302	7812184	VCX	0
NM_004650	chrX	7866803	7895475	PNPLA4	0
NR_030380	chrX	8095005	8095102	MIR651	0
NM_016378	chrX	8137984	8139308	VCX2	0
NM_001001888	chrX	8432870	8434551	VCX3B	0
NM_000216	chrX	8496914	8700227	KAL1	0
NM_001171186	chrX	8758836	8769378	FAM9A	0
NM_205849	chrX	8993036	9001116	FAM9B	0
NM_001139466	chrX	9431334	9687780	TBL1X	0
NM_000273	chrX	9693452	9734005	GPR143	0
NM_001649	chrX	9754495	9917481	SHROOM2	0
NM_001195081	chrX	9935397	9936042	LOC100288814	0
NM_015691	chrX	9983794	10112518	WWC3	0
NM_001830	chrX	10124984	10205699	CLCN4	0
NM_001098624	chrX	10413349	10645779	MID1	0
NM_005333	chrX	11129405	11141204	HCCS	0
NM_001287242	chrX	11155662	11445905	ARHGAP6	0
NM_182681	chrX	11311532	11318881	AMELX	0
NM_006800	chrX	11777734	11793872	MSL3	0
NM_014728	chrX	12156584	12742642	FRMPD4	0
NM_001039091	chrX	12809473	12842346	PRPS2	0
NM_016562	chrX	12885201	12908480	TLR7	0
NR_030727	chrX	12920935	12961419	TLR8-AS1	0
NM_138636	chrX	12924738	12941288	TLR8	0
NM_021109	chrX	12993225	12995346	TMSB4X	0
NM_174901	chrX	13053735	13062917	FAM9C	0
NR_046087	chrX	13328770	13338052	GS1-600G8.3	0
NM_001135995	chrX	13336767	13338518	ATXN3L	0
NR_045260	chrX	13353359	13359944	LINC01203	0
NM_001167890	chrX	13587693	13651694	EGFL6	0
NR_106734	chrX	13608410	13608465	MIR6086	0
NM_152634	chrX	13671306	13682247	TCEANC	0
NM_004251	chrX	13707239	13727944	RAB9A	0
NM_001128835	chrX	13730360	13752754	TRAPPC2	0
NM_003611	chrX	13752831	13787480	OFD1	0
NM_001001995	chrX	13789061	13835314	GPM6B	0
NM_001042480	chrX	14024844	14048035	GEMIN8	0
NR_110506	chrX	14262386	14263545	UBE2E4P	0
NM_001118885	chrX	14547419	14749933	GLRA2	0
NM_152633	chrX	14861528	14891184	FANCB	0
NM_152581	chrX	14891526	14939459	MOSPD2	0
NM_001031739	chrX	15262108	15288293	ASB9	0
NM_001201583	chrX	15299830	15333746	ASB11	0
NR_033836	chrX	15337572	15353676	PIGA	0
NM_004469	chrX	15363712	15402535	FIGF	0
NR_037859	chrX	15363712	15509432	PIR-FIGF	0
NM_003662	chrX	15402923	15511711	PIR	0
NM_203281	chrX	15518899	15574652	BMX	0
NM_021804	chrX	15579155	15620192	ACE2	0
NM_020665	chrX	15645438	15683154	TMEM27	0
NR_026551	chrX	15693038	15721474	CA5BP1	0
NM_007220	chrX	15756411	15805748	CA5B	0
NR_002725	chrX	15803838	15805712	INE2	0
NM_005089	chrX	15808573	15841382	ZRSR2	0
NM_003916	chrX	15843928	15873137	AP1S2	0
NM_005314	chrX	16141423	16171641	GRPR	0
NM_001277307	chrX	16185603	16189516	MAGEB17	0
NM_001144002	chrX	16606121	16730340	CTPS2	0
NM_004057	chrX	16668280	16672791	S100G	0
NM_032796	chrX	16737706	16780807	SYAP1	0
NM_001168683	chrX	16804554	16862642	TXLNG	0
NM_002893	chrX	16862774	16888534	RBBP7	0
NM_004726	chrX	16964813	17171403	REPS2	0
NR_039925	chrX	17444003	17444077	MIR4768	0
NR_046632	chrX	17570469	17577248	NHS-AS1	0
NM_001136024	chrX	17653412	17754113	NHS	0
NM_001037540	chrX	17755568	17773108	SCML1	0
NM_001172732	chrX	17818168	17879457	RAI2	0
NM_153346	chrX	18181050	18239024	BEND2	0
NM_006089	chrX	18257432	18372844	SCML2	0
NM_001037343	chrX	18460343	18671749	CDKL5	0
NM_000330	chrX	18657807	18690223	RS1	0
NR_046642	chrX	18706762	18710806	PPEF1-AS1	0
NM_152224	chrX	18709044	18846034	PPEF1	0
NR_029379	chrX	18908413	18913093	PHKA2-AS1	0
NM_000292	chrX	18910415	19002480	PHKA2	0
NM_001184833	chrX	19007424	19140755	GPR64	0
NM_000284	chrX	19362010	19379825	PDHA1	0
NM_001001671	chrX	19378175	19533379	MAP3K15	0
NM_001024666	chrX	19552082	19817917	SH3KBP1	0
NM_198279	chrX	19930979	19988382	CXorf23	0
NR_024440	chrX	20004934	20007897	LOC729609	0
NM_152780	chrX	20024830	20135114	MAP7D2	0
NR_037414	chrX	20035205	20035305	MIR23C	0
NM_001412	chrX	20142635	20159966	EIF1AX	0
NR_023358	chrX	20154183	20154531	SCARNA9L	0
NR_046592	chrX	20158085	20158562	EIF1AX-AS1	0
NM_004586	chrX	20168028	20284750	RPS6KA3	0
NM_001168649	chrX	21392535	21660980	CNKSR2	0
NM_153270	chrX	21673608	21676448	KLHL34	0
NM_014332	chrX	21724089	21776278	SMPX	0
NM_015884	chrX	21857655	21903541	MBTPS2	0
NM_206923	chrX	21874104	21876845	YY2	0
NM_004595	chrX	21958690	22012955	SMS	0
NM_001282754	chrX	22050561	22269427	PHEX	0
NR_046639	chrX	22180848	22191100	PHEX-AS1	0
NR_073010	chrX	22277913	23311263	PTCHD1-AS	0
NM_152577	chrX	22291029	22292576	ZNF645	0
NM_182699	chrX	23018077	23020206	DDX53	0
NM_173495	chrX	23352984	23414918	PTCHD1	0
NM_006406	chrX	23685644	23704514	PRDX4	0
NM_001033583	chrX	23721776	23761407	ACOT9	0
NR_027783	chrX	23801274	23804327	SAT1	0
NR_026545	chrX	23851464	23926057	APOO	0
NM_001169574	chrX	23926122	23957624	CXorf58	0
NM_030624	chrX	24001832	24045303	KLHL15	0
NM_001415	chrX	24073064	24096927	EIF2S3	0
NR_046657	chrX	24164341	24167771	ZFX-AS1	0
NM_001178084	chrX	24167840	24234372	ZFX	0
NM_001136233	chrX	24328978	24331432	SUPT20HL2	0
NM_001136234	chrX	24380877	24383541	SUPT20HL1	0
NM_005391	chrX	24483343	24552542	PDK3	0
NM_004845	chrX	24576203	24665455	PCYT1B	0
NR_046638	chrX	24668189	24676354	PCYT1B-AS1	0
NM_016937	chrX	24712063	25015102	POLA1	0
NR_003007	chrX	24762557	24762687	SCARNA23	0
NM_139058	chrX	25021812	25034065	ARX	0
NM_173699	chrX	26156459	26158853	MAGEB18	0
NM_173523	chrX	26210556	26213763	MAGEB6	0
NM_001271752	chrX	26234285	26236387	MAGEB5	0
NR_001559	chrX	26576453	26579169	VENTXP1	0
NR_002784	chrX	27478327	27481458	SMEK3P	0
NM_001136533	chrX	27764925	27766938	DCAF8L2	0
NM_182506	chrX	27826106	27841131	MAGEB10	0
NM_001017930	chrX	27996109	27999566	DCAF8L1	0
NR_106750	chrX	28513671	28513780	MIR6134	0
NM_014271	chrX	28605680	29974017	IL1RAPL1	0
NM_002364	chrX	30233674	30238206	MAGEB2	0
NM_002365	chrX	30248552	30255610	MAGEB3	0
NM_002367	chrX	30260056	30262308	MAGEB4	0
NM_177404	chrX	30265270	30270155	MAGEB1	0
NM_000475	chrX	30322538	30327495	NR0B1	0
NM_025159	chrX	30576940	30596033	CXorf21	0
NM_203391	chrX	30671475	30749577	GK	0
NM_152787	chrX	30845558	30907511	TAB3	0
NM_031894	chrX	31089357	31090170	FTHL17	0
NM_004019	chrX	31196311	31285024	DMD	0
NM_203408	chrX	34147868	34150447	FAM47A	0
NM_031442	chrX	34645180	34675405	TMEM47	0
NM_152631	chrX	34960912	34963034	FAM47B	0
NM_001099921	chrX	35816458	35821852	MAGEB16	0
NM_152632	chrX	35937850	36008269	CXorf22	0
NR_104642	chrX	36011397	36019767	LOC101928564	0
NM_173695	chrX	36065052	36163187	CHDC2	0
NM_001098843	chrX	36246895	36403434	CXorf30	0
NR_110412	chrX	36383740	36458375	RP11-87M18.2	0
NM_001013736	chrX	37026431	37029739	FAM47C	0
NM_001271682	chrX	37060954	37061867	FTH1P18	0
NM_001142395	chrX	37208527	37316548	PRRG1	0
NM_198511	chrX	37430821	37536750	LANCL3	0
NM_021083	chrX	37545132	37591383	XK	0
NM_000397	chrX	37639269	37672714	CYBB	0
NM_006520	chrX	37698088	37706889	DYNLT3	0
NM_012274	chrX	37850069	37850570	CXorf27	0
NM_001163334	chrX	37892786	37988073	SYTL5	0
NM_001170750	chrX	38008587	38080177	SRPX	0
NM_001034853	chrX	38143701	38186788	RPGR	0
NM_000531	chrX	38211735	38280703	OTC	0
NM_004615	chrX	38420730	38548172	TSPAN7	0
NR_046706	chrX	38660500	38663136	MID1IP1-AS1	0
NM_021242	chrX	38660684	38665783	MID1IP1	0
NR_038968	chrX	39164209	39186616	LINC01281	0
NR_110385	chrX	39226538	39251028	LINC01282	0
NM_001123385	chrX	39910498	39956719	BCOR	0
NR_110386	chrX	40122169	40146974	LOC101927476	0
NM_005765	chrX	40440215	40465888	ATP6AP2	0
NM_001195522	chrX	40482817	40483391	MPC1L	0
NM_144970	chrX	40486172	40506819	CXorf38	0
NM_004229	chrX	40508794	40594804	MED14	0
NM_001289773	chrX	40594647	40597953	MED14OS	0
NR_027761	chrX	40690469	40692449	LOC100132831	0
NM_001039590	chrX	40944887	41095832	USP9X	0
NM_001193417	chrX	41192650	41209524	DDX3X	0
NM_022567	chrX	41306712	41334905	NYX	0
NM_003688	chrX	41374188	41782287	CASK	0
NM_001097579	chrX	41548225	41556530	GPR34	0
NM_080817	chrX	41583407	41589388	GPR82	0
NR_002191	chrX	42636616	42637486	PPP1R2P9	0
NR_110387	chrX	43036242	43085847	LOC101927501	0
NM_001270458	chrX	43514154	43606071	MAOA	0
NM_000898	chrX	43625856	43741721	MAOB	0
NM_000266	chrX	43808023	43832921	NDP	0
NM_025184	chrX	44007127	44202923	EFHC2	0
NM_173794	chrX	44382884	44402221	FUNDC1	0
NM_022076	chrX	44703248	44704134	DUSP21	0
NR_111960	chrX	44732420	44971857	KDM6A	0
NM_176819	chrX	45007617	45060146	CXorf36	0
NR_104644	chrX	45364632	45386484	LINC01204	0
NR_102268	chrX	45590576	45591246	LOC392452	0
NR_029635	chrX	45605584	45605694	MIR221	0
NR_029636	chrX	45606420	45606530	MIR222	0
NR_110388	chrX	46185358	46187109	LINC01186	0
NM_001129898	chrX	46306623	46334074	KRBOX4	0
NM_001039891	chrX	46357159	46404892	ZNF674	0
NR_015378	chrX	46404924	46407910	ZNF674-AS1	0
NM_019886	chrX	46433121	46457931	CHST7	0
NM_001257291	chrX	46458685	46618607	SLC9A7	0
NM_006915	chrX	46696346	46741791	RP2	0
NR_046101	chrX	46746853	46759139	CXorf31	0
NM_014735	chrX	46771867	46920641	JADE3	0
NM_001282849	chrX	46937753	46952713	RGN	0
NM_001135998	chrX	47001614	47004609	NDUFB11	0
NM_152856	chrX	47004616	47046214	RBM10	0
NM_003334	chrX	47053200	47074527	UBA1	0
NR_024616	chrX	47064246	47065254	INE1	0
NM_001170460	chrX	47082416	47089394	CDK16	0
NM_004651	chrX	47092313	47107727	USP11	0
NM_003446	chrX	47229998	47273098	ZNF157	0
NR_003710	chrX	47248048	47248175	SNORA11C	0
NM_153380	chrX	47305560	47342345	ZNF41	0
NM_001654	chrX	47420498	47431320	ARAF	0
NM_133499	chrX	47431299	47479256	SYN1	0
NM_003254	chrX	47441689	47446190	TIMP1	0
NR_039926	chrX	47446827	47446904	MIR4769	0
NM_002621	chrX	47483611	47489704	CFP	0
NM_001114123	chrX	47494918	47510003	ELK1	0
NM_153477	chrX	47511190	47518579	UXT	0
NR_028119	chrX	47518231	47519510	UXT-AS1	0
NR_033924	chrX	47566589	47596027	CXXC1P1	0
NM_007137	chrX	47696300	47781655	ZNF81	0
NM_001007088	chrX	47834249	47863377	ZNF182	0
NR_046742	chrX	47915698	47925970	ZNF630-AS1	0
NM_001282201	chrX	47917566	47931025	ZNF630	0
NR_028366	chrX	47967366	47980068	SSX6	0
NM_205856	chrX	47986602	47991995	SPACA5	0
NM_001079900	chrX	47990038	47991995	SPACA5B	0
NM_175723	chrX	48045655	48056199	SSX5	0
NM_001278691	chrX	48114751	48126879	SSX1	0
NR_073393	chrX	48160984	48165614	SSX9	0
NM_021014	chrX	48205862	48216188	SSX3	0
NM_175729	chrX	48261523	48271344	SSX4	0
NM_001040612	chrX	48261523	48271355	SSX4B	0
NM_033518	chrX	48316919	48328644	SLC38A5	0
NM_001282157	chrX	48334408	48344752	FTSJ1	0
NM_001282167	chrX	48367346	48379202	PORCN	0
NM_006579	chrX	48380163	48387104	EBP	0
NM_002536	chrX	48398074	48420997	TBC1D25	0
NM_006743	chrX	48432740	48439553	RBM3	0
NM_001166426	chrX	48456223	48463582	WDR13	0
NM_000377	chrX	48542185	48549817	WAS	0
NM_003173	chrX	48555123	48567406	SUV39H1	0
NM_001080489	chrX	48620153	48632064	GLOD5	0
NM_002049	chrX	48644981	48652717	GATA1	0
NM_006044	chrX	48660486	48683380	HDAC6	0
NM_181532	chrX	48684922	48688279	ERAS	0
NM_013271	chrX	48689501	48694040	PCSK1N	0
NM_005834	chrX	48750729	48755426	TIMM17B	0
NM_001167990	chrX	48755212	48760420	PQBP1	0
NM_001282649	chrX	48760888	48769235	SLC35A2	0
NM_006875	chrX	48770458	48776413	PIM2	0
NM_001136157	chrX	48779302	48814893	OTUD5	0
NM_004979	chrX	48818638	48828251	KCND1	0
NM_020137	chrX	48830130	48858675	GRIPAP1	0
NM_006521	chrX	48886237	48901043	TFE3	0
NM_001271836	chrX	48910960	48927510	CCDC120	0
NM_007213	chrX	48928812	48931704	PRAF2	0
NM_001029896	chrX	48932091	48937564	WDR45	0
NM_015698	chrX	48970322	48980151	GPKOW	0
NM_001099682	chrX	49019180	49024495	MAGIX	0
NM_002668	chrX	49028183	49031468	PLP2	0
NM_006150	chrX	49031905	49042776	PRICKLE3	0
NM_003179	chrX	49044264	49056661	SYP	0
NR_046649	chrX	49055297	49058913	SYP-AS1	0
NM_001256790	chrX	49061522	49089833	CACNA1F	0
NM_014008	chrX	49091926	49106987	CCDC22	0
NM_001114377	chrX	49106896	49121288	FOXP3	0
NM_001184745	chrX	49126305	49144555	PPP1R3F	0
NM_001098413	chrX	49160124	49176323	GAGE10	0
NM_001098406	chrX	49178508	49294588	GAGE12J	0
NM_001098412	chrX	49188080	49294588	GAGE13	0
NM_001127200	chrX	49207159	49214420	GAGE2E	0
NM_012196	chrX	49207159	49214420	GAGE8	0
NM_001474	chrX	49216648	49223939	GAGE4	0
NM_001475	chrX	49216656	49223943	GAGE5	0
NM_021123	chrX	49216677	49223939	GAGE7	0
NM_001098407	chrX	49226137	49233481	GAGE2D	0
NM_001472	chrX	49226170	49233491	GAGE2C	0
NM_001098411	chrX	49235707	49242997	GAGE2B	0
NM_001127199	chrX	49296768	49304154	GAGE12D	0
NM_001127345	chrX	49315926	49323188	GAGE12B	0
NM_001098405	chrX	49334968	49342360	GAGE12F	0
NM_001098409	chrX	49335002	49342360	GAGE12G	0
NM_001476	chrX	49335037	49342356	GAGE6	0
NM_001477	chrX	49335064	49342360	GAGE12I	0
NM_001098408	chrX	49344551	49351907	GAGE12C	0
NM_001098418	chrX	49344551	49351907	GAGE12E	0
NM_001098410	chrX	49344551	49351907	GAGE12H	0
NM_001127212	chrX	49354117	49361430	GAGE2A	0
NR_102272	chrX	49363615	49373139	GAGE1	0
NM_003785	chrX	49452053	49460596	PAGE1	0
NM_007003	chrX	49593905	49598637	PAGE4	0
NR_026742	chrX	49641326	49643959	USP27X-AS1	0
NM_001145073	chrX	49644469	49647168	USP27X	0
NR_030241	chrX	49767753	49767844	MIR532	0
NR_029708	chrX	49768108	49768194	MIR188	0
NR_030224	chrX	49773038	49773122	MIR500A	0
NR_029850	chrX	49773571	49773635	MIR362	0
NR_030225	chrX	49774329	49774413	MIR501	0
NR_036257	chrX	49775279	49775358	MIR500B	0
NR_030397	chrX	49777848	49777945	MIR660	0
NR_030226	chrX	49779205	49779291	MIR502	0
NM_001282163	chrX	49834155	49863892	CLCN5	0
NM_139289	chrX	49955419	49965004	AKAP4	0
NM_033670	chrX	50027539	50094911	CCNB3	0
NM_001013742	chrX	50108405	50213737	DGKK	0
NR_027121	chrX	50334642	50557044	SHROOM4	0
NM_005448	chrX	50653734	50659641	BMP15	0
NR_110382	chrX	50838681	50914232	LINC01284	0
NM_153183	chrX	51075082	51080377	NUDT10	0
NM_018159	chrX	51232862	51239459	NUDT11	0
NR_110654	chrX	51242760	51250293	LOC102723426	0
NR_033772	chrX	51453924	51455226	CENPVP1	0
NR_033773	chrX	51453924	51455226	CENPVP2	0
NM_018094	chrX	51486480	51489326	GSPT2	0
NM_001005333	chrX	51636697	51645450	MAGED1	0
NM_001272063	chrX	51927918	51935366	MAGED4	0
NM_001242362	chrX	51927918	51935364	MAGED4B	0
NR_003711	chrX	51933717	51933844	SNORA11D	0
NR_102368	chrX	51933717	51933844	SNORA11E	0
NR_107055	chrX	52079698	52079784	MIR8088	0
NM_130777	chrX	52380351	52387096	XAGE2	0
NM_001079538	chrX	52380439	52386016	XAGE2B	0
NM_001097605	chrX	52511913	52516904	XAGE1E	0
NR_033253	chrX	52511969	52516904	XAGE1A	0
NM_001097594	chrX	52528159	52533303	XAGE1B	0
NM_001097597	chrX	52541053	52546197	XAGE1C	0
NM_020411	chrX	52541053	52546197	XAGE1D	0
NR_027250	chrX	52651984	52662998	SSX8	0
NM_173358	chrX	52673110	52683950	SSX7	0
NM_003147	chrX	52725945	52736277	SSX2	0
NM_001278701	chrX	52780280	52790617	SSX2B	0
NM_001009616	chrX	52825185	52826388	SPANXN5	0
NM_130775	chrX	52841227	52847322	XAGE5	0
NM_130776	chrX	52891557	52896332	XAGE3	0
NM_014138	chrX	52976463	53024651	FAM156A	0
NM_001099684	chrX	52976463	52985629	FAM156B	0
NM_018969	chrX	53078505	53109796	GPR173	0
NM_022117	chrX	53111541	53117728	TSPYL2	0
NR_110456	chrX	53123338	53173249	LINC01155	0
NM_001282622	chrX	53220502	53254604	KDM5C	0
NR_106955	chrX	53224592	53224670	MIR6895	0
NR_106954	chrX	53228070	53228127	MIR6894	0
NM_001243197	chrX	53295505	53310796	IQSEC2	0
NM_006306	chrX	53401069	53449677	SMC1A	0
NR_106916	chrX	53432604	53432697	MIR6857	0
NM_001031745	chrX	53449804	53458068	RIBC1	0
NM_004493	chrX	53458205	53461323	HSD17B10	0
NM_031407	chrX	53559056	53713674	HUWE1	0
NR_029513	chrX	53583183	53583302	MIR98	0
NR_029484	chrX	53584152	53584235	MIRLET7F2	0
NM_001184896	chrX	53963112	54071569	PHF8	0
NM_198456	chrX	54200221	54209714	FAM120C	0
NM_001002838	chrX	54219255	54384438	WNK3	0
NM_058163	chrX	54466852	54471731	TSR2	0
NM_004463	chrX	54471886	54522599	FGD1	0
NM_001184819	chrX	54556643	54593720	GNL3L	0
NM_198510	chrX	54775331	54824673	ITIH6	0
NM_177433	chrX	54834031	54842448	MAGED2	0
NR_002953	chrX	54840802	54840933	SNORA11	0
NR_073149	chrX	54946995	54957866	TRO	0
NR_073450	chrX	54959566	55020511	PFKFB1	0
NM_014481	chrX	55026755	55034306	APEX2	0
NM_001037967	chrX	55035487	55057497	ALAS2	0
NM_001015038	chrX	55101488	55105336	PAGE2B	0
NM_207339	chrX	55115496	55119260	PAGE2	0
NM_001166700	chrX	55171677	55187628	FAM104B	0
NM_001190708	chrX	55207823	55208944	MTRNR2L10	0
NM_001013435	chrX	55246791	55250541	PAGE5	0
NR_033460	chrX	55284848	55291165	PAGE3	0
NR_039764	chrX	55477892	55477953	MIR4536-1	0
NM_014061	chrX	55478521	55480001	MAGEH1	0
NM_201286	chrX	55511048	55515631	USP51	0
NM_198451	chrX	55649832	55652621	FOXR2	0
NM_016656	chrX	55744109	55785207	RRAGB	0
NM_001159296	chrX	56258869	56314322	KLF8	0
NM_013444	chrX	56590025	56593443	UBQLN2	0
NR_015367	chrX	56755717	56844004	LOC550643	0
NR_002308	chrX	56763220	56764017	UQCRBP1	0
NM_001010862	chrX	57017263	57021988	SPIN3	0
NM_001282462	chrX	57146114	57147989	SPIN2B	0
NM_019003	chrX	57162082	57164058	SPIN2A	0
NM_174912	chrX	57313109	57515629	FAAH2	0
NM_007157	chrX	57618268	57623910	ZXDB	0
NM_007156	chrX	57931863	57937067	ZXDA	0
NM_001012968	chrX	62567106	62571218	SPIN4	0
NR_015353	chrX	62646438	62780873	LINC01278	0
NM_001173479	chrX	62854847	63005426	ARHGEF9	0
NR_046803	chrX	62890075	62891382	ARHGEF9-IT1	0
NR_031567	chrX	63005881	63005967	MIR1468	0
NM_152424	chrX	63404996	63425624	AMER1	0
NM_130388	chrX	63444071	63450511	ASB12	0
NM_017677	chrX	63487960	63615333	MTMR8	0
NM_001178033	chrX	64135681	64196413	ZC4H2	0
NM_001010888	chrX	64708614	64727767	ZC3H12B	0
NM_001170650	chrX	64732461	64754686	LAS1L	0
NR_033742	chrX	64770501	64772301	FRMD8P1	0
NM_002444	chrX	64887510	64961793	MSN	0
NR_029637	chrX	65238711	65238821	MIR223	0
NM_001184831	chrX	65241579	65259967	VSIG4	0
NM_001282141	chrX	65384071	65487230	HEPH	0
NM_001242310	chrX	65815481	65835872	EDA2R	0
NM_000044	chrX	66763873	66950461	AR	0
NM_002547	chrX	67262185	67653299	OPHN1	0
NM_001195214	chrX	67718623	67757127	YIPF6	0
NM_001142504	chrX	67913481	67945684	STARD8	0
NM_004429	chrX	68048839	68062006	EFNB1	0
NM_145119	chrX	68380580	68385365	PJA1	0
NR_103715	chrX	68399399	68429767	LINC00269	0
NM_015686	chrX	68725077	68752351	FAM155B	0
NM_001005613	chrX	68835910	69080895	EDA	0
NR_037494	chrX	69242706	69242773	MIR676	0
NM_001002254	chrX	69260391	69269788	AWAT2	0
NM_207320	chrX	69282340	69284029	OTUD6A	0
NM_001551	chrX	69353317	69386173	IGBP1	0
NM_198512	chrX	69397335	69425553	DGAT2L6	0
NM_001013579	chrX	69454504	69460511	AWAT1	0
NM_002565	chrX	69478015	69479654	P2RY4	0
NM_004312	chrX	69488184	69501690	ARR3	0
NM_001032726	chrX	69502021	69504852	RAB41	0
NM_016484	chrX	69506210	69509798	PDZD11	0
NM_012310	chrX	69509878	69640774	KIF4A	0
NM_001171191	chrX	69642880	69653241	GDPD2	0
NR_109801	chrX	69672805	69675844	DLG3-AS1	0
NM_001166278	chrX	69674945	69725339	DLG3	0
NM_001003811	chrX	69748789	70128567	TEX11	0
NM_001048164	chrX	70145429	70150975	SLC7A3	0
NM_001256186	chrX	70279096	70288298	SNX12	0
NM_001170931	chrX	70315998	70323384	FOXO4	0
NM_001025265	chrX	70323738	70326638	CXorf65	0
NM_000206	chrX	70327253	70331481	IL2RG	0
NM_005120	chrX	70338405	70362304	MED12	0
NM_181303	chrX	70364680	70391051	NLGN3	0
NR_001568	chrX	70430034	70948962	BCYRN1	0
NM_001097642	chrX	70435061	70445065	GJB1	0
NM_005096	chrX	70459473	70474499	ZMYM3	0
NM_001145410	chrX	70503041	70521018	NONO	0
NM_012278	chrX	70521627	70525204	ITGB1BP2	0
NR_002226	chrX	70711530	70712299	INGX	0
NR_104396	chrX	70711845	70750375	TAF1	0
NM_181672	chrX	70752911	70795747	OGT	0
NM_052957	chrX	70797873	70833433	ACRC	0
NM_001142797	chrX	70835765	70838367	CXCR3	0
NR_034005	chrX	70917045	70923256	LINC00891	0
NR_034004	chrX	70917045	70923256	LOC100132741	0
NM_001145139	chrX	70934223	70938135	CXorf49B	0
NM_001145140	chrX	70983139	70987051	CXorf49	0
NM_001013627	chrX	71130937	71363424	NHSL2	0
NR_002309	chrX	71264258	71264811	RPS26P11	0
NM_001024455	chrX	71346960	71351751	RGAG4	0
NM_207422	chrX	71364033	71381600	FLJ44635	0
NR_033187	chrX	71401525	71418194	PIN4	0
NM_017669	chrX	71424506	71458858	ERCC6L	0
NM_001007	chrX	71492452	71497141	RPS4X	0
NM_004143	chrX	71521487	71526837	CITED1	0
NM_001166420	chrX	71787431	71792953	HDAC8	0
NM_001122670	chrX	71798663	71934029	PHKA1	0
NR_110391	chrX	71908798	71932190	LOC101928259	0
NM_033053	chrX	72091858	72095622	DMRTC1	0
NM_001080851	chrX	72091858	72095622	DMRTC1B	0
NR_034116	chrX	72158002	72158798	LINC00684	0
NR_026595	chrX	72161567	72163589	FAM226A	0
NR_026594	chrX	72161567	72163589	FAM226B	0
NM_001042506	chrX	72223351	72225551	PABPC1L2B	0
NM_001012977	chrX	72297176	72299351	PABPC1L2A	0
NR_110398	chrX	72300005	72304474	PABPC1L2B-AS1	0
NR_027291	chrX	72345875	72347919	NAP1L6	0
NM_021963	chrX	72432136	72434710	NAP1L2	0
NM_005193	chrX	72667089	72674421	CDX4	0
NR_029423	chrX	72744110	72782921	MAP2K4P1	0
NM_001039840	chrX	72782983	72906937	CHIC1	0
NR_003255	chrX	73012039	73049066	TSIX	0
NR_001564	chrX	73040485	73072588	XIST	0
NR_024582	chrX	73164158	73290217	JPX	0
NR_028379	chrX	73247970	73513409	FTX	0
NR_030398	chrX	73438211	73438296	MIR421	0
NR_030620	chrX	73438381	73438453	MIR374B	0
NR_037511	chrX	73438383	73438453	MIR374C	0
NR_030258	chrX	73506938	73507044	MIR545	0
NR_030785	chrX	73507120	73507192	MIR374A	0
NM_203303	chrX	73524024	73524869	ZCCHC13	0
NM_006517	chrX	73641327	73753764	SLC16A2	0
NM_016120	chrX	73802810	73834461	RLIM	0
NM_001008537	chrX	73952690	74145287	KIAA2022	0
NM_004299	chrX	74273006	74376175	ABCB7	0
NR_030774	chrX	74493893	74524732	UPRT	0
NM_144969	chrX	74588261	74743337	ZDHHC15	0
NR_030737	chrX	74960372	74962914	TTC3P1	0
NM_138703	chrX	75002822	75005079	MAGEE2	0
NM_016500	chrX	75392770	75398033	PBDC1	0
NM_020932	chrX	75648045	75651746	MAGEE1	0
NR_110406	chrX	75878197	76234957	LOC101928469	0
NR_029909	chrX	76139697	76139785	MIR384	0
NM_003868	chrX	76709646	76712013	FGF16	0
NM_138270	chrX	76760355	77041755	ATRX	0
NM_032121	chrX	77081861	77151065	MAGT1	0
NM_001866	chrX	77154960	77160881	COX7B	0
NM_001282224	chrX	77166152	77305892	ATP7A	0
NM_001029891	chrX	77223457	77225135	PGAM4	0
NM_000291	chrX	77359665	77382324	PGK1	0
NM_015975	chrX	77385244	77395179	TAF9B	0
