Clone	Target	Chromosome	Position	Bad_P	Log2Rat	RawRat	Log2StdDev	NReplic	FISH_2	FISH	WI_cR	WI_cM	WI-RH	G3	GB4	cM_MGD	CM	MARKER_NAMES	MAP_SOURCE	MAPPING_NAME	DNASOURCE_DESCRIPTION	CLONENOTES	KB_POSITION	WELL_ID	USER_CLONE_ID
RP11-100N8	HumArray1H3_O9	15	1769	0	-0.018442	0.987298	0.018087	3	3	15q21.3				1990				SHGC-13744;G13790	fishClones.txt	RP11-100N8	MSD10		61955	HumArray1H3_O9	RP11-100N8
RP11-50N10	HumArray1H3_O10	15	1770	0	-0.045514	0.968944	0.032256	2		15q22				2007				SHGC-10485;M60857.1	fishClones.txt	RP11-50N10	MSD10		62843	HumArray1H3_O10	RP11-50N10
RP11-107I6	HumArray1H3_O7	15	1771	0	-0.000742	0.999486	0.018284	3	22	15q22				1908				SHGC-13832;T54599	fishClones.txt	RP11-107I6	MSD10		63640	HumArray1H3_O7	RP11-107I6
RP11-30M4	HumArray1H3_O12	15	1772	0	-0.014087	0.990283	0.014210	3	2	15q22.2				2242				SHGC-14524;H99236	fishClones.txt	RP11-30M4	MSD10		64481	HumArray1H3_O12	RP11-30M4
RP11-70A7	HumArray1H3_F30	15	1773	0	-0.080371	0.945814	0.012891	3	2.2	15q23				2214				SHGC-2209;Z24595	fishClones.txt	RP11-70A7	MSD6		64959	HumArray1H3_F30	RP11-70A7
RP11-54P3	HumArray1H3_O13	15	1774	0	-0.026595	0.981735	0.009682	3	.2	15q22				2259				SHGC-2189;Z23555	fishClones.txt	RP11-54P3	MSD10		65183	HumArray1H3_O13	RP11-54P3
RP11-85E15	HumArray1H3_O14	15	1775	0	-0.059509	0.959590	0.027317	2		15q23				2279				SHGC-3228;AA541260	fishClones.txt	RP11-85E15	MSD10		66110	HumArray1H3_O14	RP11-85E15
RP11-207J8	HumArray1H3_O11	15	1776	0	-0.029024	0.980083	0.010922	3		15q23				2207				SHGC-34905;H66629	fishClones.txt	RP11-207J8	MSD10		66811	HumArray1H3_O11	RP11-207J8
RP11-28D6	HumArray1H3_O16	15	1777	0	-0.028073	0.980730	0.014098	3	3	15q23				2363				SHGC-10795;X67155	fishClones.txt	RP11-28D6	MSD10		68689	HumArray1H3_O16	RP11-28D6
RP11-101C13	HumArray1H3_O15	15	1778	0	-0.031454	0.978434	0.011544	3		15q22				2354				SHGC-3861;Z24670	fishClones.txt	RP11-101C13	MSD10		68886	HumArray1H3_O15	RP11-101C13
RP11-64K10	HumArray1H3_O17	15	1779	0	-0.120070	0.920143	1000000.000000	1		15q23				2390				SHGC-13439;T47625	fishClones.txt	RP11-64K10	MSD10		69800	HumArray1H3_O17	RP11-64K10
RP11-2I17	HumArray1H3_O18	15	1780	0	-0.106191	0.929038	1000000.000000	1	23	15q23				2430				SHGC-2187;Z23499	fishClones.txt	RP11-2I17	MSD10		71130	HumArray1H3_O18	RP11-2I17
RP11-106M3	HumArray1H3_O19	15	1781	0	-0.016481	0.988641	0.012960	3		15q23				2466				SHGC-34981;X56494	fishClones.txt	RP11-106M3	MSD10		71519	HumArray1H3_O19	RP11-106M3
RP11-33B6	HumArray1H3_O20	15	1782	0	0.003895	1.002703	0.028516	3	3	15q23				2515				SHGC-36787;R70022	fishClones.txt	RP11-33B6	MSD10		71982	HumArray1H3_O20	RP11-33B6
RP11-46C10	HumArray1H3_F31	15	1783	0	-0.018412	0.987319	0.013962	3	22	15q23-15q24				2563				SHGC-2195;Z23814	fishClones.txt	RP11-46C10	MSD6		74060	HumArray1H3_F31	RP11-46C10
CTD-2022G15	HumArray1H5_O14	15	1784	0	0.011005	1.007657	0.027134	3	2563	15q23-q25								R59269;CSK	refflat.txt	CSK	MSD37		74698	HumArray1H5_O14	CTD-2022G15
RP11-10K12	HumArray1H3_O21	15	1785	0	-0.044620	0.969545	0.009651	3	2.2	15q24-15q25				2822				SHGC-12481;S74445.1	fishClones.txt	RP11-10K12	MSD10		79584	HumArray1H3_O21	RP11-10K12
CTD-2024G1	HumArray1H5_O15	15	1786	0	0.015383	1.010720	0.011310	3		15q23								M83712;CHRNA5	refflat.txt	CHRNA5	MSD37		80015	HumArray1H5_O15	CTD-2024G1
RP11-7P8	HumArray1H3_O22	15	1787	0	-0.034000	0.976708	0.025227	3	15q24-15q25	15q25				2839				SHGC-11766;X16832	fishClones.txt	RP11-7P8	MSD10		80715	HumArray1H3_O22	RP11-7P8
RP11-81A1	HumArray1H3_O23	15	1788	0	-0.013150	0.990927	0.017222	3	4-15q25	15q25				2869				SHGC-35552;U29680.1	fishClones.txt	RP11-81A1	MSD10		81528	HumArray1H3_O23	RP11-81A1
RP11-60J21	HumArray1H3_O24	15	1789	0	-0.044126	0.969877	0.008866	3	869	15q25				2879				SHGC-17611;G27337	INTERPOL_G3		MSD10		82209	HumArray1H3_O24	RP11-60J21
CTD-2110H9	HumArray1H5_O16	15	1790	0	-0.017039	0.988259	0.022415	3		15q25								L03427;BNC	MANUAL	L03427	MSD37		87094	HumArray1H5_O16	CTD-2110H9
RP11-58C20	HumArray1H3_O25	15	1791	0	-0.089503	0.939847	0.023600	2	q25	15q25				3001				SHGC-30592;AF036271.1	fishClones.txt	RP11-58C20	MSD10		87355	HumArray1H3_O25	RP11-58C20
RP11-68P22	HumArray1H3_O26	15	1792	0	-0.056412	0.961653	1000000.000000	1		15q25				3020				SHGC-9771;M21551.1	stsMap.txt	RH54272	MSD10		88363	HumArray1H3_O26	RP11-68P22
RP11-43K17	HumArray1H3_O27	15	1793	0	0.038270	1.026881	0.003927	2	q25	15q25				3037				SHGC-35120;H80520	fishClones.txt	RP11-43K17	MSD10		89020	HumArray1H3_O27	RP11-43K17
RP11-116L7	HumArray1H3_O28	15	1794	0	-0.021311	0.985337	0.015152	3		15q25				3063				SHGC-5341;Z23519	fishClones.txt	RP11-116L7	MSD10		89088	HumArray1H3_O28	RP11-116L7
RP11-60P2	HumArray1H3_F32	15	1795	0	-0.058959	0.959956	0.017916	3	25	15q25				3217				SHGC-2186;Z23437	fishClones.txt	RP11-60P2	MSD6		90708	HumArray1H3_F32	RP11-60P2
RP11-131K19	HumArray1H3_O29	15	1796	0	-0.049036	0.966582	0.008989	3	5	15q25				3243				SHGC-20927;Z51729	fishClones.txt	RP11-131K19	MSD10		91478	HumArray1H3_O29	RP11-131K19
CTD-2272E1	HumArray1H5_C30	15	1797	0	0.014372	1.010012	0.023957	2	5q25	15q26.1					324.91			U39817;BLM	fishClones.txt	CTD-2272E1	MSD31		95630	HumArray1H5_C30	CTD-2272E1
DMPC-HFF#1-359E5	HumArray1S1_A4	15	1798	0	-0.041660	0.971536	1000000.000000	1		15q26.1  								RH93529	stsMap.txt	RH93529	MSD24		96029	HumArray1S1_A4	DMPC-HFF#1-359E5
RP11-185D5	HumArray1H3_O30	15	1799	0	-0.000290	0.999799	0.020914	3	15q26.1	15q26.2				3447				SHGC-14718;G17871	INTERPOL_G3		MSD10		98071	HumArray1H3_O30	RP11-185D5
RP11-57P19	HumArray1H3_O31	15	1800	0	0.025021	1.017494	0.031733	3	5	15q26.2				3489				SHGC-15361;T85266	fishClones.txt	RP11-57P19	MSD10		99184	HumArray1H3_O31	RP11-57P19
RP11-120N1	HumArray1H3_F33	15	1801	0	-0.058897	0.959998	0.007316	3		15q26.2				3591				SHGC-2208;Z24426	fishClones.txt	RP11-120N1	MSD6		102901	HumArray1H3_F33	RP11-120N1
RP11-9B21	HumArray1H3_O32	15	1802	0	0.001686	1.001170	0.010256	3		15q26.2				3613				SHGC-34997;H71456	fishClones.txt	RP11-9B21	MSD10		103712	HumArray1H3_O32	RP11-9B21
GS-251P4	HumArray1S1_D6	15	1803	0	0.077075	1.054877	0.007455	3		15q25-q26  								D15S906	stsMap.txt	WI-7034	MSD24		104425	HumArray1S1_D6	GS-251P4
RP1-154P1	HumArray1S1_C27	15	1804	0	0.005373	1.003731	0.023715	3	25-q26  	15 q tel								15 q tel	TELOMERE		MSD35		110000	HumArray1S1_C27	RP1-154P1
CTD-2371A5	HumArray1S1_C28	16	1805	0	0.048381	1.034104	0.012781	3	tel	16 p tel								16 p tel	TELOMERE		MSD35		0	HumArray1S1_C28	CTD-2371A5
CTD-2032H1	HumArray1H5_H15	16	1806	0	0.008997	1.006255	0.073454	3	5-q26  	16p13.3								MEFV	refflat.txt	MEFV	MSD32		4454	HumArray1H5_H15	CTD-2032H1
RP11-380F1	HumArray1S1_C29	16	1807	0	0.062556	1.044315	0.013282	3	3	16 p13								U89355;stSG34836	refflat.txt	CREBBP	MSD35		4984	HumArray1S1_C29	RP11-380F1
RP11-160D13	HumArray1H4_S25	16	1808	0	-0.038063	0.973962	0.019668	2	2	16p13.2				283				SHGC-2219;Z24188	fishClones.txt	SHGC-2219	MSD24		8189	HumArray1H4_S25	RP11-160D13
RP11-24M13	HumArray1H4_R17	16	1809	0	0.003841	1.002666	0.005028	2	2	16p13.2				335				SHGC-2212;Z23493	fishClones.txt	RP11-24M13	MSD23		9876	HumArray1H4_R17	RP11-24M13
RP11-51P23	HumArray1H4_S21	16	1810	0	-0.049608	0.966199	0.020752	3		16p13.2				375				SHGC-20936;Z52182	fishClones.txt	RP11-51P23	MSD24		10791	HumArray1H4_S21	RP11-51P23
RP11-58M17	HumArray1H4_S22	16	1811	0	0.064847	1.045974	0.010229	3	5					391				SHGC-2870;G17890	stsMap.txt	SHGC-2870	MSD24		11274	HumArray1H4_S22	RP11-58M17
RP11-66H6	HumArray1H4_T14	16	1812	0	0.018640	1.013004	0.016245	3	.2	16p13.2				504				SHGC-5345;Z16926	fishClones.txt	RP11-66H6	MSD25		13378	HumArray1H4_T14	RP11-66H6
RP11-49M6	HumArray1H4_U33	16	1813	0	0.046540	1.032785	0.013161	3	2	16p13.2				569				SHGC-11261;T40877	fishClones.txt	RP11-49M6	MSD26		14024	HumArray1H4_U33	RP11-49M6
RP11-165B11	HumArray1H5_B6	16	1814	0	0.034965	1.024532	0.016655	3	5	16p13.1				603				SHGC-31085;H84938	fishClones.txt	RP11-165B11	MSD27		14438	HumArray1H5_B6	RP11-165B11
RP11-170O16	HumArray1H4_T15	16	1815	0	0.068941	1.048946	0.007738	3		16p13.1-16p13.2				619				SHGC-10868;G17939	fishClones.txt	RP11-170O16	MSD25		15300	HumArray1H4_T15	RP11-170O16
GS-127C11	HumArray1S1_D2	16	1816	0	0.115926	1.083670	0.034490	3		16p13.1  								SHGC-12494;RH13962	stsMap.txt	RH13962	MSD24		19254	HumArray1S1_D2	GS-127C11
RP11-109D4	HumArray1H4_U26	16	1817	0	-0.010239	0.992928	0.011936	3	3.2	16p12-16p13.1				1035				SHGC-9643;D31885	fishClones.txt	RP11-109D4	MSD26		22374	HumArray1H4_U26	RP11-109D4
RP11-283M20	HumArray1H4_U29	16	1818	0	0.013829	1.009631	0.027364	3		16p12-16p13.1				1031				SHGC-20942;Z52769	fishClones.txt	RP11-283M20	MSD26		22521	HumArray1H4_U29	RP11-283M20
RP11-181O4	HumArray1H4_T16	16	1819	0	0.039536	1.027784	0.023125	3	769					1107				SHGC-6042;G17907	INTERPOL_G3		MSD25		24096	HumArray1H4_T16	RP11-181O4
RP11-186E3	HumArray1H4_U31	16	1820	1				0	769					1119				SHGC-2755;G17880	INTERPOL_G3		MSD26		24362	HumArray1H4_U31	RP11-186E3
RP11-141E3	HumArray1H4_T17	16	1821	0	0.008315	1.005780	0.010756	3	2-16p13.1	16p12				1282				SHGC-14427;G17955	fishClones.txt	RP11-141E3	MSD25		28345	HumArray1H4_T17	RP11-141E3
CTD-2085L22	HumArray1H5_O17	16	1822	0	-0.016953	0.988318	0.011243	3	1282	16p12								X06318;PRKCB1	stsMap.txt	RH70812	MSD37		29202	HumArray1H5_O17	CTD-2085L22
RP11-146J7	HumArray1H4_U35	16	1823	0	0.005700	1.003959	0.034704	3	2-16p13.1	16p11.2				1439				SHGC-325;M78418	fishClones.txt	RP11-146J7	MSD26		30833	HumArray1H4_U35	RP11-146J7
RP11-150K5	HumArray1H4_T18	16	1824	0	0.058443	1.041341	0.047057	3	9	16p11.2				1564				SHGC-295;M62031	INTERPOL_G3		MSD25		34209	HumArray1H4_T18	RP11-150K5
RP11-18H23	HumArray1H4_U32	16	1825	1				0	p13.1	16p11.2				1637				SHGC-35326;M29487.1	fishClones.txt	RP11-18H23	MSD26		36080	HumArray1H4_U32	RP11-18H23
RP11-204E18	HumArray1H4_U34	16	1826	0	-0.054438	0.962969	0.003084	3	.1					1660				SHGC-8045;X95325	INTERPOL_G3		MSD26		48552	HumArray1H4_U34	RP11-204E18
RP11-259N3	HumArray1H4_T19	16	1827	0	0.064776	1.045922	0.020285	3	6p11.2	16q11.2-16q12.1								SHGC-794	fishClones.txt	RP11-259N3	MSD25		57582	HumArray1H4_T19	RP11-259N3
RP11-48I18	HumArray1H4_U28	16	1828	0	-0.064261	0.956435	0.042559	3	1	16q11.2-16q12.1				1765				SHGC-356;Z16810	fishClones.txt	RP11-48I18	MSD26		58730	HumArray1H4_U28	RP11-48I18
RP11-20A10	HumArray1H4_U24	16	1829	0	-0.054930	0.962641	1000000.000000	1		16q12.1-16q12.2				1807				SHGC-17274;T91035	fishClones.txt	RP11-20A10	MSD26		59908	HumArray1H4_U24	RP11-20A10
RP11-148M3	HumArray1H4_T20	16	1830	0	0.050305	1.035484	0.048680	2	7					1829				SHGC-4360;G07920	stsMap.txt	SHGC-4360	MSD25		60339	HumArray1H4_T20	RP11-148M3
RP11-61I15	HumArray1H4_T21	16	1831	0	0.005435	1.003774	0.048408	3	16q12.2	16q12.2				1941				SHGC-20953;Z52374	fishClones.txt	RP11-61I15	MSD25		65786	HumArray1H4_T21	RP11-61I15
RP11-2I4	HumArray1H4_V10	16	1832	0	-0.076407	0.948417	0.019642	3	16q12.2	16q12.2				1953				SHGC-12368;M55509.1	fishClones.txt	SHGC-12368	MSD26		66170	HumArray1H4_V10	RP11-2I4
RP11-109J21	HumArray1H4_V7	16	1833	0	-0.056980	0.961274	0.017900	3	2.2	16q13-16q21				1982				SHGC-5344;Z16649	fishClones.txt	RP11-109J21	MSD26		66802	HumArray1H4_V7	RP11-109J21
RP11-73G2	HumArray1H4_T22	16	1834	0	0.023338	1.016308	0.014153	3	982					2005				SHGC-37413;N51306	stsMap.txt	RH37982	MSD25		67589	HumArray1H4_T22	RP11-73G2
RP11-132M21	HumArray1H4_U36	16	1835	0	-0.037526	0.974324	0.033704	3	q21	16q21				2096				SHGC-14652;T60065	fishClones.txt	RP11-132M21	MSD26		68950	HumArray1H4_U36	RP11-132M21
RP11-106L3	HumArray1H4_V11	16	1836	0	-0.066485	0.954962	0.025851	3		16q21				2088				SHGC-9813;M55268.1	fishClones.txt	RP11-106L3	MSD26		68950	HumArray1H4_V11	RP11-106L3
RP11-11E14	HumArray1H4_T23	16	1837	0	0.026607	1.018614	0.014341	3		16q13-16q21				2112				SHGC-1325;G13758	fishClones.txt	RP11-11E14	MSD25		69463	HumArray1H4_T23	RP11-11E14
RP11-246M14	HumArray1H4_V12	16	1838	0	-0.070649	0.952210	0.037805	3	21	16q21				2192				SHGC-13217;G17949	fishClones.txt	RP11-246M14	MSD26		71847	HumArray1H4_V12	RP11-246M14
RP11-50C5	HumArray1H4_V13	16	1839	0	-0.054396	0.962997	0.034549	2	q21	16q21				2230				SHGC-15929;T65123	fishClones.txt	RP11-50C5	MSD26		72846	HumArray1H4_V13	RP11-50C5
RP11-110A13	HumArray1H4_T24	16	1840	0	0.023332	1.016304	0.015046	3		16q21				2258				SHGC-2227;Z24419	fishClones.txt	RP11-110A13	MSD25		73909	HumArray1H4_T24	RP11-110A13
RP11-3I14	HumArray1H4_V9	16	1841	0	-0.018576	0.987207	0.034723	2	q21	16q21				2268				SHGC-20960;Z51959	fishClones.txt	RP11-3I14	MSD26		74532	HumArray1H4_V9	RP11-3I14
RP11-52B24	HumArray1H4_T25	16	1842	0	-0.034870	0.976120	0.013548	3		16q21				2371				SHGC-10595;G17937	INTERPOL_G3		MSD25		76587	HumArray1H4_T25	RP11-52B24
RP11-154N7	HumArray1H4_T26	16	1843	0	0.012521	1.008716	0.017147	3	2.2	16q21-16q22				2468				SHGC-13798;X79981	fishClones.txt	RP11-154N7	MSD25		78827	HumArray1H4_T26	RP11-154N7
RP11-3A9	HumArray1H4_V6	16	1844	0	-0.183885	0.880329	0.153209	3	6q22	16q21-16q22				2492				SHGC-11618;T56923	fishClones.txt	RP11-3A9	MSD26		79124	HumArray1H4_V6	RP11-3A9
RP11-5A19	HumArray1H4_V5	16	1845	0	-0.022900	0.984252	0.029031	3	.2	16q21-16q22				2519				SHGC-11402;AF064598.1	fishClones.txt	RP11-5A19	MSD26		79762	HumArray1H4_V5	RP11-5A19
RP11-151M19	HumArray1H4_T27	16	1846	0	0.009747	1.006779	0.006996	3	16q22	16q22				2532				SHGC-3332;G17899	fishClones.txt	RP11-151M19	MSD25		80399	HumArray1H4_T27	RP11-151M19
RP11-84C4	HumArray1H4_T28	16	1847	0	0.051148	1.036089	0.010673	3		16q22				2568				SHGC-33727;D87432	stsMap.txt	RH54777	MSD25		81151	HumArray1H4_T28	RP11-84C4
GS-205F7	HumArray1S1_C30	16	1848	0	0.042420	1.029840	0.007317	3		16q22.1								L08599;D11S2921	refflat.txt	CDH1	MSD35		81612	HumArray1S1_C30	GS-205F7
RP11-224E17	HumArray1H4_T33	16	1849	0	-0.021857	0.984964	0.022531	3	6q22	16q22				2629				SHGC-11833;T62868	fishClones.txt	RP11-224E17	MSD25		81710	HumArray1H4_T33	RP11-224E17
RP11-123C5	HumArray1H4_U19	16	1850	0	-0.059402	0.959662	0.009750	3	2	16q22				2688				SHGC-10489;T51512	fishClones.txt	RP11-123C5	MSD26		81912	HumArray1H4_U19	RP11-123C5
RP11-52E21	HumArray1H4_U16	16	1851	0	-0.046796	0.968084	0.031924	3	2	16q22				2605				SHGC-34961;H64836	fishClones.txt	RP11-52E21	MSD26		82245	HumArray1H4_U16	RP11-52E21
RP11-14J15	HumArray1H4_U18	16	1852	0	-0.063435	0.956983	0.019399	3	2	16q22				2708				SHGC-159;D12189	fishClones.txt	RP11-14J15	MSD26		82604	HumArray1H4_U18	RP11-14J15
RP11-230E8	HumArray1H4_U20	16	1853	0	-0.055926	0.961977	0.006165	3	2	16q22				2742				SHGC-11957;X52519	fishClones.txt	RP11-230E8	MSD26		85892	HumArray1H4_U20	RP11-230E8
RP11-58M3	HumArray1H4_T30	16	1854	0	0.050533	1.035648	0.068679	3	2	16q22				2733				SHGC-17622;L16427.1	fishClones.txt	RP11-58M3	MSD25		85904	HumArray1H4_T30	RP11-58M3
RP11-36N1	HumArray1H4_U17	16	1855	0	-0.014047	0.990310	0.006109	2		16q22-16q23				2761				SHGC-3209;D79996	INTERPOL_G3		MSD26		86688	HumArray1H4_U17	RP11-36N1
RP11-27D1	HumArray1H4_T31	16	1856	0	0.007304	1.005075	0.020042	3	6q22	16q23.1				2865				SHGC-14629;AB009270	fishClones.txt	RP11-27D1	MSD25		90375	HumArray1H4_T31	RP11-27D1
RP11-253O10	HumArray1H4_U22	16	1857	0	-0.035331	0.975808	0.008422	3		16q23				2896				SHGC-1457;G07461	fishClones.txt	RP11-253O10	MSD26		90712	HumArray1H4_U22	RP11-253O10
RP11-217K3	HumArray1H4_T32	16	1858	0	0.130430	1.094620	0.051000	3	2896					2924				SHGC-2228;Z24558	stsMap.txt	RH13693	MSD25		91825	HumArray1H4_T32	RP11-217K3
RP11-12H11	HumArray1H4_T29	16	1859	0	-0.028513	0.980430	0.002909	3	6q22	16q23				2963				SHGC-32952;AB020679	fishClones.txt	RP11-12H11	MSD25		92103	HumArray1H4_T29	RP11-12H11
RP11-284G2	HumArray1H4_U15	16	1860	0	-0.045184	0.969166	0.020351	3	3	16q23				3052				SHGC-13851;T54906	fishClones.txt	RP11-284G2	MSD26		93870	HumArray1H4_U15	RP11-284G2
RP11-61L1	HumArray1H4_U23	16	1861	0	0.012580	1.008758	0.005890	3	3	16q23				3018				SHGC-10102;T50247	fishClones.txt	RP11-61L1	MSD26		93870	HumArray1H4_U23	RP11-61L1
RP11-1B11	HumArray1H4_U21	16	1862	0	-0.013361	0.990781	0.015264	2		16q23-16q24				3153				SHGC-11358;L40802.1	fishClones.txt	RP11-1B11	MSD26		98107	HumArray1H4_U21	RP11-1B11
RP11-178P16	HumArray1H4_T34	16	1863	0	0.065168	1.046207	0.026130	3	2	16q23-16q24				3145				SHGC-13059;G17947	fishClones.txt	RP11-178P16	MSD25		98492	HumArray1H4_T34	RP11-178P16
RP11-110L8	HumArray1H4_U13	16	1864	0	0.040388	1.028390	0.053436	3	4	16q23-16q24				3197				SHGC-37041;T56623	fishClones.txt	RP11-110L8	MSD26		99856	HumArray1H4_U13	RP11-110L8
RP11-162I18	HumArray1H4_T35	16	1865	0	0.050651	1.035732	0.016636	3		16q24				3181				SHGC-30008;AB001103	fishClones.txt	RP11-162I18	MSD25		100096	HumArray1H4_T35	RP11-162I18
RP11-140K16	HumArray1H4_U14	16	1866	0	-0.014093	0.990279	0.014989	3	4	16q24				3224				SHGC-15227;T79155	fishClones.txt	RP11-140K16	MSD26		100761	HumArray1H4_U14	RP11-140K16
RP11-254F19	HumArray1H4_T36	16	1867	0	0.052343	1.036947	0.029961	3	4	16q24				3256				SHGC-33289;T65971	fishClones.txt	RP11-254F19	MSD25		101208	HumArray1H4_T36	RP11-254F19
RP11-59A12	HumArray1H4_V36	16	1868	0	-0.009351	0.993539	0.020975	3	4	16q24				3264				SHGC-20975;Z52429	fishClones.txt	RP11-59A12	MSD26		101259	HumArray1H4_V36	RP11-59A12
RP11-60B6	HumArray1H4_W17	16	1869	0	0.038021	1.026705	0.033030	3	3264					3327				SHGC-13574;T51576	stsMap.txt	RH7923	MSD27		101760	HumArray1H4_W17	RP11-60B6
RP11-118F19	HumArray1H4_U1	16	1870	0	-0.024211	0.983358	0.048376	3		16q24				3344				SHGC-34641;R98021	fishClones.txt	RP11-118F19	MSD25		102410	HumArray1H4_U1	RP11-118F19
RP11-122P17	HumArray1H4_W5	16	1871	0	-0.068360	0.953721	0.014800	2	q24	16q24				3288				SHGC-9877;M91196.1	fishClones.txt	M91196	MSD26		102810	HumArray1H4_W5	RP11-122P17
RP11-7D23	HumArray1H4_V28	16	1872	0	-0.013616	0.990607	0.015365	3	24	16q24				3470				SHGC-32044;R39179	fishClones.txt	RP11-7D23	MSD26		108051	HumArray1H4_V28	RP11-7D23
PAC 191P24	HumArray1S1_C31	16	1873	0	0.095393	1.068357	0.016987	2	R39179	16 q tel								16 q tel	TELOMERE		MSD35		110000	HumArray1S1_C31	PAC 191P24
GS1-68F18	HumArray1S1_C32	17	1874	0	-0.072321	0.951107	0.005264	3	q tel	17 p tel								17 p tel	TELOMERE		MSD35		0	HumArray1S1_C32	GS1-68F18
RP11-61B16	HumArray1H4_X11	17	1875	0	0.029374	1.020569	0.018252	3	24	17p13				39				SHGC-33249;T64216	fishClones.txt	RP11-61B16	MSD27		349	HumArray1H4_X11	RP11-61B16
CTD-2237N10	HumArray1H5_O18	17	1876	0	-0.054011	0.963255	0.049232	3	17p13	17p12								WI-7295;ABR	fishClones.txt	CTD-2237N10	MSD37		615	HumArray1H5_O18	CTD-2237N10
RP11-26N16	HumArray1H4_W13	17	1877	0	-0.024155	0.983396	1000000.000000	1		17p13.3				28				SHGC-31242;H14133	fishClones.txt	RP11-26N16	MSD27		628	HumArray1H4_W13	RP11-26N16
RP11-4F24	HumArray1H4_W31	17	1878	0	0.008558	1.005950	0.033370	3	3.3	17p13				88				SHGC-5558;G14076	fishClones.txt	RP11-4F24	MSD27		1544	HumArray1H4_W31	RP11-4F24
GS-64G5	HumArray1S1_C33	17	1879	0	-0.074881	0.949420	0.016847	3	4076	17p13.3								D17S379	refflat.txt	MNT	MSD35		2220	HumArray1S1_C33	GS-64G5
RP11-135N5	HumArray1H4_W28	17	1880	0	-0.031935	0.978107	0.010727	3	24	17p13.2				147				SHGC-5886;G14104	fishClones.txt	RP11-135N5	MSD27		2302	HumArray1H4_W28	RP11-135N5
CTB-339E12	HumArray1H4_N28	17	1881	0	-0.062456	0.957633	0.020924	3	SHGC-5886;G14104									LIS1	MANUAL	L13386	MSD21		2439	HumArray1H4_N9	CTB-339E12
CTB-339E12	HumArray1H4_N9	17	1881	0	-0.106705	0.928707	0.003195	3	SHGC-5886;G14104									LIS1	MANUAL	L13386	MSD21		2439	HumArray1H4_N9	CTB-339E12
RP1-1J20	HumArray1S1_C36	17	1883	0	-0.004580	0.996830	0.021462	3	86;G14104	17 p13								L13386	MANUAL	L13386	MSD35		2439	HumArray1S1_C36	RP1-1J20
CTD-2075J8	HumArray1H5_H21	17	1884	0	-0.148813	0.901992	0.014645	3	3.2	17p13					42.85			stSG4240;PAFAH1B1	refflat.txt	PAFAH1B1	MSD32		2439	HumArray1H5_H21	CTD-2075J8
RP1-95H6	HumArray1S1_C34	17	1885	0	-0.016941	0.988326	0.008761	3	.85	17 p13								D17S1798	stsMap.txt	AFMA202XF5	MSD35		2500	HumArray1S1_C34	RP1-95H6
RP1-308F9	HumArray1S1_C35	17	1886	0	0.021502	1.015016	0.007947	2	85	17 p13								D17S1798	stsMap.txt	AFMA202XF5	MSD35		2500	HumArray1S1_C35	RP1-308F9
RP1-172N16	HumArray1S1_D14	17	1887	1				0	p13	17 p11								D17S1798;RH39400	stsMap.txt	AFMA202XF5	MSD35		2500	HumArray1S1_D14	RP1-172N16
CTB-11O23	HumArray1H4_N25	17	1888	0	-0.081096	0.945339	0.007466	2									7.2	D17S1845	fishClones.txt	CTB-11O23	MSD21		2647	HumArray1H4_N25	CTB-11O23
CTB-142O24	HumArray1H4_N27	17	1889	0	-0.063354	0.957037	0.005231	3									14.8	D17S796	INTERPOL_CM		MSD21		7257	HumArray1H4_N6	CTB-142O24
CTB-142O24	HumArray1H4_N6	17	1889	0	-0.009493	0.993442	0.115722	3									14.8	D17S796	INTERPOL_CM		MSD21		7257	HumArray1H4_N6	CTB-142O24
RP11-61B20	HumArray1H4_W36	17	1891	0	-0.004717	0.996736	0.005058	2		17p13.1				422				SHGC-12725;M35418.1	fishClones.txt	RP11-61B20	MSD27		7518	HumArray1H4_W36	RP11-61B20
CTD-2008I6	HumArray1H5_O19	17	1892	0	-0.133475	0.911633	0.043429	3	8.1	17p12						39		D17S1678;p53	MANUAL	K03199	MSD37		8170	HumArray1H5_O19	CTD-2008I6
RP1-89K1	HumArray1S1_D13	17	1893	0	-0.041687	0.971518	0.012454	2	.1	17p13.1								K03199;WI-20715	MANUAL	K03199	MSD35		8170	HumArray1S1_D13	RP1-89K1
RP11-9A21	HumArray1H4_W32	17	1894	0	-0.020565	0.985846	0.013295	2		17p13.1				451				SHGC-35513;M31651.1	fishClones.txt	SHGC-35513	MSD27		8222	HumArray1H4_W32	RP11-9A21
RP11-89A15	HumArray1H4_W18	17	1895	0	-0.052969	0.963950	0.007583	3		17p12				487				SHGC-12899;AF086505.1	fishClones.txt	RP11-89A15	MSD27		9118	HumArray1H4_W18	RP11-89A15
RP11-55C13	HumArray1H4_X8	17	1896	0	0.001210	1.000839	0.010696	3		17p12-17p13				478				SHGC-32450;M69181.1	fishClones.txt	RP11-55C13	MSD27		9221	HumArray1H4_X8	RP11-55C13
RP5-859O20	HumArray1H4_N24	17	1897	0	-0.060966	0.958622	0.020747	3	1								18.1	D17S786	stsMap.txt	AFM051XD10	MSD21		10004	HumArray1H4_N24	RP5-859O20
CTB-194B18	HumArray1H4_N11	17	1898	0	-0.076395	0.948425	0.018240	3									21.9	D17S804	stsMap.txt	AFM225ZC1	MSD21		10739	HumArray1H4_N11	CTB-194B18
